wavelength,intensity,element
5875.884,0.9878,Helium
5875.886,0.9878,Helium
5875.888,0.9878,Helium
5875.89,0.9879,Helium
5875.892,0.9878,Helium
5875.894,0.9878,Helium
5875.896,0.9878,Helium
5875.898,0.9878,Helium
5875.9,0.9878,Helium
5875.902,0.9878,Helium
5875.904,0.9878,Helium
5875.906,0.9878,Helium
5875.908,0.9878,Helium
5875.91,0.9878,Helium
5875.912,0.9877,Helium
5875.914,0.9877,Helium
5875.916,0.9876,Helium
5875.918,0.9876,Helium
5875.92,0.9877,Helium
5875.922,0.9877,Helium
5875.924,0.9876,Helium
5875.926,0.9876,Helium
5875.928,0.9875,Helium
5875.93,0.9875,Helium
5875.932,0.9874,Helium
5875.934,0.9873,Helium
5875.936,0.9872,Helium
5875.938,0.9871,Helium
5875.94,0.9871,Helium
5875.942,0.987,Helium
5875.944,0.9869,Helium
5875.946,0.9869,Helium
5875.948,0.9868,Helium
5875.95,0.9868,Helium
5875.952,0.9869,Helium
5875.954,0.9868,Helium
5875.956,0.9868,Helium
5875.958,0.9868,Helium
5875.96,0.9868,Helium
5875.962,0.9869,Helium
5875.964,0.9869,Helium
5875.966,0.9869,Helium
5875.968,0.9869,Helium
5875.97,0.987,Helium
5875.972,0.987,Helium
5875.974,0.9871,Helium
5875.976,0.9871,Helium
5875.978,0.9871,Helium
5875.98,0.9871,Helium
5875.982,0.9871,Helium
5875.984,0.9872,Helium
5875.986,0.9872,Helium
5875.988,0.9872,Helium
5875.99,0.9872,Helium
5875.992,0.9871,Helium
5875.994,0.987,Helium
5875.996,0.9869,Helium
5875.998,0.9868,Helium
5876.0,0.9867,Helium
5876.002,0.9865,Helium
5876.004,0.9864,Helium
5876.006,0.9863,Helium
5876.008,0.9861,Helium
5876.01,0.986,Helium
5876.012,0.9858,Helium
5876.014,0.9856,Helium
5876.016,0.9855,Helium
5876.018,0.9853,Helium
5876.02,0.9851,Helium
5876.022,0.985,Helium
5876.024,0.9848,Helium
5876.026,0.9846,Helium
5876.028,0.9845,Helium
5876.03,0.9843,Helium
5876.032,0.9842,Helium
5876.034,0.984,Helium
5876.036,0.9839,Helium
5876.038,0.9836,Helium
5876.04,0.9835,Helium
5876.042,0.9833,Helium
5876.044,0.983,Helium
5876.046,0.9828,Helium
5876.048,0.9826,Helium
5876.05,0.9824,Helium
5876.052,0.9822,Helium
5876.054,0.9819,Helium
5876.056,0.9815,Helium
5876.058,0.9812,Helium
5876.06,0.9809,Helium
5876.062,0.9806,Helium
5876.064,0.9802,Helium
5876.066,0.9797,Helium
5876.068,0.9793,Helium
5876.07,0.9789,Helium
5876.072,0.9784,Helium
5876.074,0.978,Helium
5876.076,0.9776,Helium
5876.078,0.977,Helium
5876.08,0.9765,Helium
5876.082,0.9761,Helium
5876.084,0.9756,Helium
5876.086,0.9751,Helium
5876.088,0.9747,Helium
5876.09,0.9742,Helium
5876.092,0.9739,Helium
5876.094,0.9735,Helium
5876.096,0.9731,Helium
5876.098,0.9728,Helium
5876.1,0.9725,Helium
5876.102,0.9722,Helium
5876.104,0.972,Helium
5876.106,0.9719,Helium
5876.108,0.9718,Helium
5876.11,0.9718,Helium
5876.112,0.9718,Helium
5876.114,0.9718,Helium
5876.116,0.9719,Helium
5876.118,0.972,Helium
5876.12,0.9722,Helium
5876.122,0.9724,Helium
5876.124,0.9726,Helium
5876.126,0.9729,Helium
5876.128,0.9732,Helium
5876.13,0.9736,Helium
5876.132,0.974,Helium
5876.134,0.9744,Helium
5876.136,0.9747,Helium
5876.138,0.9751,Helium
5876.14,0.9755,Helium
5876.142,0.9759,Helium
5876.144,0.9763,Helium
5876.146,0.9767,Helium
5876.148,0.977,Helium
5876.15,0.9774,Helium
5876.152,0.9778,Helium
5876.154,0.9782,Helium
5876.156,0.9785,Helium
5876.158,0.9788,Helium
5876.16,0.9791,Helium
5876.162,0.9794,Helium
5876.164,0.9797,Helium
5876.166,0.9799,Helium
5876.168,0.9802,Helium
5876.17,0.9804,Helium
5876.172,0.9806,Helium
5876.174,0.9806,Helium
5876.176,0.9807,Helium
5876.178,0.9808,Helium
5876.18,0.9808,Helium
5876.182,0.9808,Helium
5876.184,0.9808,Helium
5876.186,0.9807,Helium
5876.188,0.9806,Helium
5876.19,0.9804,Helium
5876.192,0.9802,Helium
5876.194,0.9799,Helium
5876.196,0.9796,Helium
5876.198,0.9792,Helium
5876.2,0.9788,Helium
5876.202,0.9783,Helium
5876.204,0.9778,Helium
5876.206,0.9772,Helium
5876.208,0.9765,Helium
5876.21,0.9758,Helium
5876.212,0.9751,Helium
5876.214,0.9743,Helium
5876.216,0.9735,Helium
5876.218,0.9725,Helium
5876.22,0.9715,Helium
5876.222,0.9705,Helium
5876.224,0.9695,Helium
5876.226,0.9684,Helium
5876.228,0.9672,Helium
5876.23,0.9659,Helium
5876.232,0.9647,Helium
5876.234,0.9634,Helium
5876.236,0.9621,Helium
5876.238,0.9608,Helium
5876.24,0.9593,Helium
5876.242,0.9579,Helium
5876.244,0.9566,Helium
5876.246,0.9552,Helium
5876.248,0.9539,Helium
5876.25,0.9524,Helium
5876.252,0.9511,Helium
5876.254,0.9497,Helium
5876.256,0.9482,Helium
5876.258,0.947,Helium
5876.26,0.9459,Helium
5876.262,0.945,Helium
5876.264,0.9443,Helium
5876.266,0.9436,Helium
5876.268,0.9429,Helium
5876.27,0.9423,Helium
5876.272,0.9418,Helium
5876.274,0.9416,Helium
5876.276,0.9415,Helium
5876.278,0.9416,Helium
5876.28,0.9419,Helium
5876.282,0.9424,Helium
5876.284,0.943,Helium
5876.286,0.9438,Helium
5876.288,0.9447,Helium
5876.29,0.9459,Helium
5876.292,0.947,Helium
5876.294,0.9481,Helium
5876.296,0.9493,Helium
5876.298,0.9505,Helium
5876.3,0.9517,Helium
5876.302,0.953,Helium
5876.304,0.9543,Helium
5876.306,0.9556,Helium
5876.308,0.9569,Helium
5876.31,0.9581,Helium
5876.312,0.9593,Helium
5876.314,0.9605,Helium
5876.316,0.9617,Helium
5876.318,0.9628,Helium
5876.32,0.9639,Helium
5876.322,0.965,Helium
5876.324,0.9661,Helium
5876.326,0.9672,Helium
5876.328,0.9681,Helium
5876.33,0.9689,Helium
5876.332,0.9698,Helium
5876.334,0.9708,Helium
5876.336,0.9716,Helium
5876.338,0.9724,Helium
5876.34,0.9732,Helium
5876.342,0.974,Helium
5876.344,0.9747,Helium
5876.346,0.9754,Helium
5876.348,0.976,Helium
5876.35,0.9766,Helium
5876.352,0.9771,Helium
5876.354,0.9776,Helium
5876.356,0.9782,Helium
5876.358,0.9787,Helium
5876.36,0.9792,Helium
5876.362,0.9796,Helium
5876.364,0.9801,Helium
5876.366,0.9805,Helium
5876.368,0.9808,Helium
5876.37,0.9811,Helium
5876.372,0.9814,Helium
5876.374,0.9816,Helium
5876.376,0.9818,Helium
5876.378,0.9819,Helium
5876.38,0.9821,Helium
5876.382,0.9822,Helium
5876.384,0.9822,Helium
5876.386,0.9821,Helium
5876.388,0.982,Helium
5876.39,0.9819,Helium
5876.392,0.9817,Helium
5876.394,0.9815,Helium
5876.396,0.9812,Helium
5876.398,0.9809,Helium
5876.4,0.9806,Helium
5876.402,0.9803,Helium
5876.404,0.9799,Helium
5876.406,0.9796,Helium
5876.408,0.9793,Helium
5876.41,0.979,Helium
5876.412,0.9787,Helium
5876.414,0.9784,Helium
5876.416,0.9782,Helium
5876.418,0.978,Helium
5876.42,0.9778,Helium
5876.422,0.9776,Helium
5876.424,0.9776,Helium
5876.426,0.9776,Helium
5876.428,0.9776,Helium
5876.43,0.9776,Helium
5876.432,0.9776,Helium
5876.434,0.9777,Helium
5876.436,0.9778,Helium
5876.438,0.9779,Helium
5876.44,0.9781,Helium
5876.442,0.9783,Helium
5876.444,0.9785,Helium
5876.446,0.9787,Helium
5876.448,0.9789,Helium
5876.45,0.9791,Helium
5876.452,0.9793,Helium
5876.454,0.9795,Helium
5876.456,0.9798,Helium
5876.458,0.98,Helium
5876.46,0.9802,Helium
5876.462,0.9804,Helium
5876.464,0.9806,Helium
5876.466,0.9807,Helium
5876.468,0.9808,Helium
5876.47,0.9809,Helium
5876.472,0.981,Helium
5876.474,0.9811,Helium
5876.476,0.9811,Helium
5876.478,0.9811,Helium
5876.48,0.9811,Helium
5876.482,0.981,Helium
5876.484,0.9809,Helium
5876.486,0.9808,Helium
5876.488,0.9807,Helium
5876.49,0.9805,Helium
5876.492,0.9802,Helium
5876.494,0.98,Helium
5876.496,0.9798,Helium
5876.498,0.9795,Helium
5876.5,0.9791,Helium
5876.502,0.9788,Helium
5876.504,0.9785,Helium
5876.506,0.9781,Helium
5876.508,0.9777,Helium
5876.51,0.9773,Helium
5876.512,0.9769,Helium
5876.514,0.9765,Helium
5876.516,0.976,Helium
5876.518,0.9756,Helium
5876.52,0.9751,Helium
5876.522,0.9746,Helium
5876.524,0.9742,Helium
5876.526,0.9738,Helium
5876.528,0.9733,Helium
5876.53,0.973,Helium
5876.532,0.9725,Helium
5876.534,0.9721,Helium
5876.536,0.9718,Helium
5876.538,0.9716,Helium
5876.54,0.9714,Helium
5876.542,0.9712,Helium
5876.544,0.971,Helium
5876.546,0.971,Helium
5876.548,0.9709,Helium
5876.55,0.9709,Helium
5876.552,0.971,Helium
5876.554,0.9711,Helium
5876.556,0.9712,Helium
5876.558,0.9713,Helium
5876.56,0.9715,Helium
5876.562,0.9718,Helium
5876.564,0.9721,Helium
5876.566,0.9724,Helium
5876.568,0.9727,Helium
5876.57,0.973,Helium
5876.572,0.9734,Helium
5876.574,0.9737,Helium
5876.576,0.9742,Helium
5876.578,0.9746,Helium
5876.58,0.9751,Helium
5876.582,0.9756,Helium
5876.584,0.9761,Helium
5876.586,0.9767,Helium
5876.588,0.9772,Helium
5876.59,0.9778,Helium
5876.592,0.9783,Helium
5876.594,0.9789,Helium
5876.596,0.9794,Helium
5876.598,0.9799,Helium
5876.6,0.9805,Helium
5876.602,0.981,Helium
5876.604,0.9815,Helium
5876.606,0.982,Helium
5876.608,0.9824,Helium
5876.61,0.9829,Helium
5876.612,0.9833,Helium
5876.614,0.9837,Helium
5876.616,0.9841,Helium
5876.618,0.9844,Helium
5876.62,0.9848,Helium
5876.622,0.985,Helium
5876.624,0.9852,Helium
5876.626,0.9855,Helium
5876.628,0.9857,Helium
5876.63,0.9858,Helium
5876.632,0.9859,Helium
5876.634,0.986,Helium
5876.636,0.9861,Helium
5876.638,0.9862,Helium
5876.64,0.9862,Helium
5876.642,0.9862,Helium
5876.644,0.9863,Helium
5876.646,0.9863,Helium
5876.648,0.9863,Helium
5876.65,0.9863,Helium
5876.652,0.9862,Helium
5876.654,0.9862,Helium
5876.656,0.9862,Helium
5876.658,0.9862,Helium
5876.66,0.9861,Helium
5876.662,0.9861,Helium
5876.664,0.9861,Helium
5876.666,0.9861,Helium
5876.668,0.9862,Helium
5876.67,0.9862,Helium
5876.672,0.9863,Helium
5876.674,0.9863,Helium
5876.676,0.9864,Helium
5876.678,0.9864,Helium
5876.68,0.9864,Helium
5876.682,0.9865,Helium
5876.684,0.9866,Helium
5876.686,0.9866,Helium
5876.688,0.9867,Helium
5876.69,0.9868,Helium
5876.692,0.9868,Helium
5876.694,0.9869,Helium
5876.696,0.987,Helium
5876.698,0.987,Helium
5876.7,0.9871,Helium
5876.702,0.9871,Helium
5876.704,0.9871,Helium
5876.706,0.9872,Helium
5876.708,0.9873,Helium
5876.71,0.9873,Helium
5876.712,0.9873,Helium
5876.714,0.9873,Helium
5876.716,0.9873,Helium
5876.718,0.9873,Helium
5876.72,0.9874,Helium
5876.722,0.9874,Helium
5876.724,0.9873,Helium
5876.726,0.9873,Helium
5876.728,0.9874,Helium
5876.73,0.9874,Helium
5876.732,0.9874,Helium
5876.734,0.9875,Helium
5876.736,0.9875,Helium
5876.738,0.9875,Helium
5876.74,0.9876,Helium
5876.742,0.9876,Helium
5876.744,0.9876,Helium
5876.746,0.9877,Helium
5876.748,0.9878,Helium
5876.75,0.9878,Helium
5876.752,0.9879,Helium
5876.754,0.988,Helium
5876.756,0.9881,Helium
5876.758,0.9881,Helium
5876.76,0.9882,Helium
5876.762,0.9883,Helium
5876.764,0.9884,Helium
5876.766,0.9885,Helium
5876.768,0.9886,Helium
5876.77,0.9886,Helium
5876.772,0.9888,Helium
5876.774,0.9889,Helium
5876.776,0.9889,Helium
5876.778,0.989,Helium
5876.78,0.9891,Helium
5876.782,0.9892,Helium
5876.784,0.9893,Helium
5876.786,0.9893,Helium
5876.788,0.9894,Helium
5876.79,0.9894,Helium
5876.792,0.9895,Helium
5876.794,0.9895,Helium
5876.796,0.9895,Helium
5876.798,0.9896,Helium
5876.8,0.9896,Helium
5876.802,0.9896,Helium
5876.804,0.9897,Helium
5876.806,0.9898,Helium
5876.808,0.9898,Helium
5876.81,0.9898,Helium
5876.812,0.9898,Helium
5876.814,0.9898,Helium
5876.816,0.9898,Helium
5876.818,0.9898,Helium
5876.82,0.9898,Helium
5876.822,0.9898,Helium
5876.824,0.9898,Helium
5876.826,0.9898,Helium
5876.828,0.9898,Helium
5876.83,0.9898,Helium
5876.832,0.9898,Helium
5876.834,0.9898,Helium
5876.836,0.9897,Helium
5876.838,0.9897,Helium
5876.84,0.9897,Helium
5876.842,0.9897,Helium
5876.844,0.9897,Helium
5876.846,0.9897,Helium
5876.848,0.9897,Helium
5876.85,0.9897,Helium
5876.852,0.9897,Helium
5876.854,0.9896,Helium
5876.856,0.9896,Helium
5876.858,0.9896,Helium
5876.86,0.9895,Helium
5876.862,0.9895,Helium
5876.864,0.9895,Helium
5876.866,0.9895,Helium
5876.868,0.9895,Helium
5876.87,0.9895,Helium
5876.872,0.9895,Helium
5876.874,0.9896,Helium
5876.876,0.9896,Helium
5876.878,0.9896,Helium
5876.88,0.9896,Helium
5876.882,0.9897,Helium
5876.884,0.9898,Helium
5876.886,0.9899,Helium
5876.888,0.99,Helium
5876.89,0.9901,Helium
5876.892,0.9901,Helium
5876.894,0.9902,Helium
5876.896,0.9904,Helium
5876.898,0.9905,Helium
5876.9,0.9906,Helium
5876.902,0.9906,Helium
5876.904,0.9907,Helium
5876.906,0.9908,Helium
5876.908,0.9908,Helium
5876.91,0.9908,Helium
5876.912,0.9908,Helium
5876.914,0.9909,Helium
5876.916,0.991,Helium
5876.918,0.991,Helium
5876.92,0.991,Helium
5876.922,0.991,Helium
5876.924,0.991,Helium
5876.926,0.991,Helium
5876.928,0.991,Helium
5876.93,0.991,Helium
5876.932,0.991,Helium
5876.934,0.991,Helium
5876.936,0.991,Helium
5876.938,0.991,Helium
5876.94,0.991,Helium
5876.942,0.991,Helium
5876.944,0.991,Helium
5876.946,0.991,Helium
5876.948,0.991,Helium
5876.95,0.9909,Helium
5876.952,0.9909,Helium
5876.954,0.9909,Helium
5876.956,0.9908,Helium
5876.958,0.9908,Helium
5876.96,0.9908,Helium
5876.962,0.9908,Helium
5876.964,0.9908,Helium
5876.966,0.9908,Helium
5876.968,0.9907,Helium
5876.97,0.9907,Helium
5876.972,0.9906,Helium
5876.974,0.9906,Helium
5876.976,0.9905,Helium
5876.978,0.9905,Helium
5876.98,0.9905,Helium
5876.982,0.9905,Helium
5876.984,0.9905,Helium
5876.986,0.9904,Helium
5876.988,0.9904,Helium
5876.99,0.9903,Helium
5876.992,0.9903,Helium
5876.994,0.9903,Helium
5876.996,0.9902,Helium
5876.998,0.9901,Helium
5877.0,0.99,Helium
5877.002,0.99,Helium
5877.004,0.99,Helium
5877.006,0.9899,Helium
5877.008,0.9898,Helium
5877.01,0.9897,Helium
5877.012,0.9896,Helium
5877.014,0.9896,Helium
5877.016,0.9895,Helium
5877.018,0.9894,Helium
5877.02,0.9893,Helium
5877.022,0.9892,Helium
5877.024,0.9891,Helium
5877.026,0.9891,Helium
5877.028,0.989,Helium
5877.03,0.9889,Helium
5877.032,0.9888,Helium
5877.034,0.9888,Helium
5877.036,0.9887,Helium
5877.038,0.9887,Helium
5877.04,0.9887,Helium
5877.042,0.9886,Helium
5877.044,0.9886,Helium
5877.046,0.9885,Helium
5877.048,0.9885,Helium
5877.05,0.9884,Helium
5877.052,0.9884,Helium
5877.054,0.9884,Helium
5877.056,0.9884,Helium
5877.058,0.9884,Helium
5877.06,0.9883,Helium
5877.062,0.9883,Helium
5877.064,0.9883,Helium
5877.066,0.9883,Helium
5877.068,0.9883,Helium
5877.07,0.9883,Helium
5877.072,0.9883,Helium
5877.074,0.9884,Helium
5877.076,0.9884,Helium
5877.078,0.9884,Helium
5877.08,0.9884,Helium
5877.082,0.9884,Helium
5877.084,0.9884,Helium
5877.086,0.9885,Helium
5877.088,0.9885,Helium
5877.09,0.9885,Helium
5877.092,0.9885,Helium
5877.094,0.9885,Helium
5877.096,0.9885,Helium
5877.098,0.9885,Helium
5877.1,0.9885,Helium
5877.102,0.9884,Helium
5877.104,0.9884,Helium
5877.106,0.9884,Helium
5877.108,0.9885,Helium
5877.11,0.9885,Helium
5877.112,0.9885,Helium
5877.114,0.9885,Helium
5877.116,0.9886,Helium
5877.118,0.9886,Helium
5877.12,0.9887,Helium
5877.122,0.9887,Helium
5877.124,0.9887,Helium
5877.126,0.9887,Helium
5877.128,0.9887,Helium
5877.13,0.9888,Helium
5877.132,0.9888,Helium
5877.134,0.9889,Helium
5877.136,0.9889,Helium
5877.138,0.9889,Helium
5877.14,0.989,Helium
5877.142,0.989,Helium
5877.144,0.9889,Helium
5877.146,0.9889,Helium
5877.148,0.989,Helium
5877.15,0.989,Helium
5877.152,0.9891,Helium
5877.154,0.9891,Helium
5877.156,0.9891,Helium
5877.158,0.9891,Helium
5877.16,0.9892,Helium
5877.162,0.9892,Helium
5877.164,0.9892,Helium
5877.166,0.9892,Helium
5877.168,0.9892,Helium
5877.17,0.9892,Helium
5877.172,0.9893,Helium
5877.174,0.9893,Helium
5877.176,0.9893,Helium
5877.178,0.9893,Helium
5877.18,0.9893,Helium
5877.182,0.9893,Helium
5877.184,0.9893,Helium
5877.186,0.9893,Helium
5877.188,0.9893,Helium
5877.19,0.9892,Helium
5877.192,0.9892,Helium
5877.194,0.9892,Helium
5877.196,0.9892,Helium
5877.198,0.9891,Helium
5877.2,0.9891,Helium
5877.202,0.989,Helium
5877.204,0.989,Helium
5877.206,0.9889,Helium
5877.208,0.9888,Helium
5877.21,0.9887,Helium
5877.212,0.9886,Helium
5877.214,0.9885,Helium
5877.216,0.9884,Helium
5877.218,0.9883,Helium
5877.22,0.9882,Helium
5877.222,0.9881,Helium
5877.224,0.9879,Helium
5877.226,0.9878,Helium
5877.228,0.9876,Helium
5877.23,0.9875,Helium
5877.232,0.9874,Helium
5877.234,0.9873,Helium
5877.236,0.9872,Helium
5877.238,0.9872,Helium
5877.24,0.9871,Helium
5877.242,0.9871,Helium
5877.244,0.987,Helium
5877.246,0.987,Helium
5877.248,0.987,Helium
5877.25,0.9869,Helium
5877.252,0.9869,Helium
5877.254,0.9869,Helium
5877.256,0.9869,Helium
5877.258,0.9869,Helium
5877.26,0.9869,Helium
5877.262,0.9869,Helium
5877.264,0.9868,Helium
5877.266,0.9867,Helium
5877.268,0.9866,Helium
5877.27,0.9865,Helium
5877.272,0.9865,Helium
5877.274,0.9864,Helium
5877.276,0.9862,Helium
5877.278,0.9861,Helium
5877.28,0.986,Helium
5877.282,0.9858,Helium
5877.284,0.9856,Helium
5877.286,0.9855,Helium
5877.288,0.9853,Helium
5877.29,0.9851,Helium
5877.292,0.9849,Helium
5877.294,0.9847,Helium
5877.296,0.9845,Helium
5877.298,0.9843,Helium
5877.3,0.9841,Helium
5877.302,0.984,Helium
5877.304,0.9839,Helium
5877.306,0.9838,Helium
5877.308,0.9837,Helium
5877.31,0.9836,Helium
5877.312,0.9835,Helium
5877.314,0.9834,Helium
5877.316,0.9834,Helium
5877.318,0.9834,Helium
5877.32,0.9835,Helium
5877.322,0.9835,Helium
5877.324,0.9835,Helium
5877.326,0.9836,Helium
5877.328,0.9837,Helium
5877.33,0.9838,Helium
5877.332,0.9838,Helium
5877.334,0.9839,Helium
5877.336,0.9839,Helium
5877.338,0.984,Helium
5877.34,0.984,Helium
5877.342,0.984,Helium
5877.344,0.984,Helium
5877.346,0.984,Helium
5877.348,0.984,Helium
5877.35,0.9839,Helium
5877.352,0.9837,Helium
5877.354,0.9837,Helium
5877.356,0.9836,Helium
5877.358,0.9835,Helium
5877.36,0.9834,Helium
5877.362,0.9833,Helium
5877.364,0.9832,Helium
5877.366,0.9831,Helium
5877.368,0.983,Helium
5877.37,0.9828,Helium
5877.372,0.9826,Helium
5877.374,0.9826,Helium
5877.376,0.9825,Helium
5877.378,0.9823,Helium
5877.38,0.9821,Helium
5877.382,0.982,Helium
5877.384,0.9818,Helium
5877.386,0.9817,Helium
5877.388,0.9816,Helium
5877.39,0.9814,Helium
5877.392,0.9812,Helium
5877.394,0.981,Helium
5877.396,0.9808,Helium
5877.398,0.9806,Helium
5877.4,0.9805,Helium
5877.402,0.9803,Helium
5877.404,0.9801,Helium
5877.406,0.98,Helium
5877.408,0.9799,Helium
5877.41,0.9798,Helium
5877.412,0.9797,Helium
5877.414,0.9796,Helium
5877.416,0.9796,Helium
5877.418,0.9796,Helium
5877.42,0.9796,Helium
5877.422,0.9796,Helium
5877.424,0.9796,Helium
5877.426,0.9797,Helium
5877.428,0.9798,Helium
5877.43,0.98,Helium
5877.432,0.9801,Helium
5877.434,0.9803,Helium
5877.436,0.9804,Helium
5877.438,0.9806,Helium
5877.44,0.9808,Helium
5877.442,0.981,Helium
5877.444,0.9813,Helium
5877.446,0.9815,Helium
5877.448,0.9817,Helium
5877.45,0.9819,Helium
5877.452,0.9822,Helium
5877.454,0.9824,Helium
5877.456,0.9827,Helium
5877.458,0.9829,Helium
5877.46,0.9832,Helium
5877.462,0.9834,Helium
5877.464,0.9836,Helium
5877.466,0.9838,Helium
5877.468,0.984,Helium
5877.47,0.9843,Helium
5877.472,0.9845,Helium
5877.474,0.9847,Helium
5877.476,0.9849,Helium
5877.478,0.9851,Helium
5877.48,0.9852,Helium
5877.482,0.9854,Helium
5877.484,0.9856,Helium
5877.486,0.9858,Helium
5877.488,0.9859,Helium
5877.49,0.9861,Helium
5877.492,0.9863,Helium
5877.494,0.9864,Helium
5877.496,0.9865,Helium
5877.498,0.9866,Helium
5877.5,0.9866,Helium
5877.502,0.9866,Helium
5877.504,0.9866,Helium
5877.506,0.9866,Helium
5877.508,0.9865,Helium
5877.51,0.9865,Helium
5877.512,0.9864,Helium
5877.514,0.9863,Helium
5877.516,0.9862,Helium
5877.518,0.986,Helium
5877.52,0.9859,Helium
5877.522,0.9859,Helium
5877.524,0.9858,Helium
5877.526,0.9858,Helium
5877.528,0.9857,Helium
5877.53,0.9856,Helium
5877.532,0.9856,Helium
5877.534,0.9856,Helium
5877.536,0.9856,Helium
5877.538,0.9856,Helium
5877.54,0.9856,Helium
5877.542,0.9856,Helium
5877.544,0.9856,Helium
5877.546,0.9856,Helium
5877.548,0.9857,Helium
5877.55,0.9857,Helium
5877.552,0.9857,Helium
5877.554,0.9857,Helium
5877.556,0.9857,Helium
5877.558,0.9857,Helium
5877.56,0.9857,Helium
5877.562,0.9857,Helium
5877.564,0.9858,Helium
5877.566,0.9858,Helium
5877.568,0.9858,Helium
5877.57,0.9858,Helium
5877.572,0.9858,Helium
5877.574,0.9857,Helium
5877.576,0.9857,Helium
5877.578,0.9857,Helium
5877.58,0.9856,Helium
5877.582,0.9855,Helium
5877.584,0.9854,Helium
5877.586,0.9853,Helium
5877.588,0.9851,Helium
5877.59,0.985,Helium
5877.592,0.9849,Helium
5877.594,0.9847,Helium
5877.596,0.9845,Helium
5877.598,0.9842,Helium
5877.6,0.9838,Helium
5877.602,0.9835,Helium
5877.604,0.9832,Helium
5877.606,0.9829,Helium
5877.608,0.9825,Helium
5877.61,0.9821,Helium
5877.612,0.9817,Helium
5877.614,0.9812,Helium
5877.616,0.9807,Helium
5877.618,0.9802,Helium
5877.62,0.9797,Helium
5877.622,0.9791,Helium
5877.624,0.9786,Helium
5877.626,0.978,Helium
5877.628,0.9775,Helium
5877.63,0.9769,Helium
5877.632,0.9763,Helium
5877.634,0.9757,Helium
5877.636,0.9751,Helium
5877.638,0.9745,Helium
5877.64,0.974,Helium
5877.642,0.9734,Helium
5877.644,0.9729,Helium
5877.646,0.9724,Helium
5877.648,0.9719,Helium
5877.65,0.9713,Helium
5877.652,0.9709,Helium
5877.654,0.9705,Helium
5877.656,0.9701,Helium
5877.658,0.9698,Helium
5877.66,0.9695,Helium
5877.662,0.9692,Helium
5877.664,0.9689,Helium
5877.666,0.9687,Helium
5877.668,0.9686,Helium
5877.67,0.9685,Helium
5877.672,0.9683,Helium
5877.674,0.9682,Helium
5877.676,0.9681,Helium
5877.678,0.9681,Helium
5877.68,0.968,Helium
5877.682,0.968,Helium
5877.684,0.9679,Helium
5877.686,0.9678,Helium
5877.688,0.9677,Helium
5877.69,0.9676,Helium
5877.692,0.9675,Helium
5877.694,0.9672,Helium
5877.696,0.9669,Helium
5877.698,0.9666,Helium
5877.7,0.9663,Helium
5877.702,0.9659,Helium
5877.704,0.9654,Helium
5877.706,0.9648,Helium
5877.708,0.9641,Helium
5877.71,0.9636,Helium
5877.712,0.963,Helium
5877.714,0.9623,Helium
5877.716,0.9614,Helium
5877.718,0.9603,Helium
5877.72,0.9591,Helium
5877.722,0.9579,Helium
5877.724,0.9566,Helium
5877.726,0.9551,Helium
5877.728,0.9534,Helium
5877.73,0.9516,Helium
5877.732,0.9497,Helium
5877.734,0.9475,Helium
5877.736,0.9449,Helium
5877.738,0.9419,Helium
5877.74,0.9386,Helium
5877.742,0.9351,Helium
5877.744,0.9314,Helium
5877.746,0.9276,Helium
5877.748,0.9236,Helium
5877.75,0.9195,Helium
5877.752,0.9152,Helium
5877.754,0.9109,Helium
5877.756,0.9064,Helium
5877.758,0.9018,Helium
5877.76,0.8969,Helium
5877.762,0.892,Helium
5877.764,0.887,Helium
5877.766,0.8819,Helium
5877.768,0.8768,Helium
5877.77,0.8719,Helium
5877.772,0.8671,Helium
5877.774,0.8623,Helium
5877.776,0.8574,Helium
5877.778,0.8526,Helium
5877.78,0.8482,Helium
5877.782,0.8444,Helium
5877.784,0.8411,Helium
5877.786,0.8384,Helium
5877.788,0.8363,Helium
5877.79,0.8346,Helium
5877.792,0.8333,Helium
5877.794,0.8324,Helium
5877.796,0.8318,Helium
5877.798,0.8317,Helium
5877.8,0.8321,Helium
5877.802,0.8331,Helium
5877.804,0.8345,Helium
5877.806,0.8364,Helium
5877.808,0.839,Helium
5877.81,0.8422,Helium
5877.812,0.8458,Helium
5877.814,0.8498,Helium
5877.816,0.8543,Helium
5877.818,0.859,Helium
5877.82,0.8637,Helium
5877.822,0.8683,Helium
5877.824,0.8731,Helium
5877.826,0.8782,Helium
5877.828,0.8835,Helium
5877.83,0.8888,Helium
5877.832,0.894,Helium
5877.834,0.8989,Helium
5877.836,0.9038,Helium
5877.838,0.9086,Helium
5877.84,0.9133,Helium
5877.842,0.9178,Helium
5877.844,0.9221,Helium
5877.846,0.9261,Helium
5877.848,0.9299,Helium
5877.85,0.9335,Helium
5877.852,0.9368,Helium
5877.854,0.9401,Helium
5877.856,0.9431,Helium
5877.858,0.9459,Helium
5877.86,0.9485,Helium
5877.862,0.9509,Helium
5877.864,0.9532,Helium
5877.866,0.9553,Helium
5877.868,0.9572,Helium
5877.87,0.9589,Helium
5877.872,0.9607,Helium
5877.874,0.9624,Helium
5877.876,0.9639,Helium
5877.878,0.9654,Helium
5877.88,0.9669,Helium
5877.882,0.9682,Helium
5877.884,0.9695,Helium
5877.886,0.9708,Helium
5877.888,0.9721,Helium
5877.89,0.9732,Helium
5877.892,0.9743,Helium
5877.894,0.9753,Helium
