Wavelength (Angstroms), Normalized intensity, Element
3966.316, 2481, 
3966.318, 2479, 
3966.32, 2477, 
3966.322, 2475, 
3966.324, 2473, 
3966.326, 2471, 
3966.328, 2469, 
3966.33, 2467, 
3966.332, 2465, 
3966.334, 2463, 
3966.336, 2460, 
3966.338, 2459, 
3966.34, 2456, 
3966.342, 2453, 
3966.344, 2451, 
3966.346, 2449, 
3966.348, 2447, 
3966.35, 2445, 
3966.352, 2443, 
3966.354, 2439, 
3966.356, 2438, 
3966.358, 2436, 
3966.36, 2434, 
3966.362, 2432, 
3966.364, 2430, 
3966.366, 2429, 
3966.368, 2427, 
3966.37, 2425, 
3966.372, 2423, 
3966.374, 2420, 
3966.376, 2418, 
3966.378, 2416, 
3966.38, 2413, 
3966.382, 2411, 
3966.384, 2408, 
3966.386, 2405, 
3966.388, 2403, 
3966.39, 2400, 
3966.392, 2397, 
3966.394, 2394, 
3966.396, 2392, 
3966.398, 2389, 
3966.4, 2386, 
3966.402, 2383, 
3966.404, 2380, 
3966.406, 2377, 
3966.408, 2373, 
3966.41, 2370, 
3966.412, 2366, 
3966.414, 2362, 
3966.416, 2357, 
3966.418, 2353, 
3966.42, 2348, 
3966.422, 2343, 
3966.424, 2337, 
3966.426, 2332, 
3966.428, 2326, 
3966.43, 2319, 
3966.432, 2312, 
3966.434, 2306, 
3966.436, 2299, 
3966.438, 2291, 
3966.44, 2283, 
3966.442, 2274, 
3966.444, 2265, 
3966.446, 2255, 
3966.448, 2245, 
3966.45, 2233, 
3966.452, 2219, 
3966.454, 2204, 
3966.456, 2186, 
3966.458, 2165, 
3966.46, 2141, 
3966.462, 2116, 
3966.464, 2087, 
3966.466, 2052, 
3966.468, 2011, 
3966.47, 1967, 
3966.472, 1920, 
3966.474, 1869, 
3966.476, 1816, 
3966.478, 1761, 
3966.48, 1702, 
3966.482, 1643, 
3966.484, 1586, 
3966.486, 1528, 
3966.488, 1472, 
3966.49, 1421, 
3966.492, 1372, 
3966.494, 1329, 
3966.496, 1292, 
3966.498, 1259, 
3966.5, 1230, 
3966.502, 1207, 
3966.504, 1190, 
3966.506, 1181, 
3966.508, 1177, 
3966.51, 1181, 
3966.512, 1191, 
3966.514, 1208, 
3966.516, 1230, 
3966.518, 1258, 
3966.52, 1290, 
3966.522, 1325, 
3966.524, 1365, 
3966.526, 1407, 
