Wavelength (Angstroms), Normalized intensity, Element
6169.938, 9486, 
6169.94, 9480, 
6169.942, 9474, 
6169.944, 9469, 
6169.946, 9465, 
6169.948, 9460, 
6169.95, 9456, 
6169.952, 9452, 
6169.954, 9449, 
6169.956, 9446, 
6169.958, 9443, 
6169.96, 9443, 
6169.962, 9444, 
6169.964, 9445, 
6169.966, 9446, 
6169.968, 9449, 
6169.97, 9453, 
6169.972, 9457, 
6169.974, 9462, 
6169.976, 9467, 
6169.978, 9472, 
6169.98, 9478, 
6169.982, 9483, 
6169.984, 9490, 
6169.986, 9497, 
6169.988, 9504, 
6169.99, 9512, 
6169.992, 9519, 
6169.994, 9526, 
6169.996, 9534, 
6169.998, 9541, 
6170.0, 9548, 
6170.002, 9556, 
6170.004, 9564, 
6170.006, 9571, 
6170.008, 9578, 
6170.01, 9585, 
6170.012, 9592, 
6170.014, 9598, 
6170.016, 9605, 
6170.018, 9612, 
6170.02, 9618, 
6170.022, 9624, 
6170.024, 9630, 
6170.026, 9636, 
6170.028, 9642, 
6170.03, 9648, 
6170.032, 9653, 
6170.034, 9658, 
6170.036, 9663, 
6170.038, 9668, 
6170.04, 9673, 
6170.042, 9679, 
6170.044, 9684, 
6170.046, 9688, 
6170.048, 9692, 
6170.05, 9696, 
6170.052, 9701, 
6170.054, 9705, 
6170.056, 9708, 
6170.058, 9712, 
6170.06, 9715, 
6170.062, 9719, 
6170.064, 9722, 
6170.066, 9725, 
6170.068, 9727, 
6170.07, 9730, 
6170.072, 9733, 
6170.074, 9736, 
6170.076, 9738, 
6170.078, 9740, 
6170.08, 9742, 
6170.082, 9744, 
6170.084, 9746, 
6170.086, 9749, 
6170.088, 9750, 
6170.09, 9752, 
6170.092, 9754, 
6170.094, 9755, 
6170.096, 9757, 
6170.098, 9758, 
6170.1, 9760, 
6170.102, 9761, 
6170.104, 9763, 
6170.106, 9764, 
6170.108, 9765, 
6170.11, 9766, 
6170.112, 9767, 
6170.114, 9768, 
6170.116, 9769, 
6170.118, 9769, 
6170.12, 9770, 
6170.122, 9770, 
6170.124, 9770, 
6170.126, 9771, 
6170.128, 9771, 
6170.13, 9771, 
6170.132, 9770, 
6170.134, 9770, 
6170.136, 9770, 
6170.138, 9770, 
6170.14, 9770, 
6170.142, 9770, 
6170.144, 9769, 
6170.146, 9768, 
6170.148, 9768, 
6170.15, 9768, 
6170.152, 9768, 
6170.154, 9767, 
6170.156, 9766, 
6170.158, 9765, 
6170.16, 9765, 
6170.162, 9764, 
6170.164, 9763, 
6170.166, 9762, 
6170.168, 9762, 
6170.17, 9761, 
6170.172, 9759, 
6170.174, 9759, 
6170.176, 9758, 
6170.178, 9757, 
6170.18, 9757, 
6170.182, 9756, 
6170.184, 9755, 
6170.186, 9754, 
6170.188, 9753, 
6170.19, 9753, 
6170.192, 9752, 
6170.194, 9752, 
6170.196, 9752, 
6170.198, 9752, 
6170.2, 9752, 
6170.202, 9751, 
6170.204, 9751, 
6170.206, 9751, 
6170.208, 9751, 
6170.21, 9751, 
6170.212, 9751, 
6170.214, 9752, 
6170.216, 9752, 
6170.218, 9752, 
6170.22, 9752, 
6170.222, 9752, 
6170.224, 9752, 
6170.226, 9753, 
6170.228, 9753, 
6170.23, 9753, 
6170.232, 9754, 
6170.234, 9753, 
6170.236, 9753, 
6170.238, 9753, 
6170.24, 9753, 
6170.242, 9752, 
6170.244, 9752, 
6170.246, 9751, 
6170.248, 9750, 
6170.25, 9749, 
6170.252, 9748, 
6170.254, 9747, 
6170.256, 9746, 
6170.258, 9744, 
6170.26, 9742, 
6170.262, 9740, 
6170.264, 9737, 
6170.266, 9735, 
6170.268, 9732, 
6170.27, 9729, 
6170.272, 9726, 
6170.274, 9722, 
6170.276, 9718, 
6170.278, 9713, 
6170.28, 9709, 
6170.282, 9705, 
6170.284, 9699, 
6170.286, 9693, 
6170.288, 9687, 
6170.29, 9681, 
6170.292, 9675, 
6170.294, 9669, 
6170.296, 9662, 
6170.298, 9654, 
6170.3, 9646, 
6170.302, 9638, 
6170.304, 9629, 
6170.306, 9620, 
6170.308, 9612, 
6170.31, 9602, 
6170.312, 9592, 
6170.314, 9582, 
6170.316, 9572, 
6170.318, 9561, 
6170.32, 9551, 
6170.322, 9540, 
6170.324, 9529, 
6170.326, 9518, 
6170.328, 9508, 
6170.33, 9497, 
6170.332, 9487, 
6170.334, 9476, 
6170.336, 9465, 
6170.338, 9455, 
6170.34, 9444, 
6170.342, 9433, 
6170.344, 9422, 
6170.346, 9411, 
6170.348, 9400, 
6170.35, 9389, 
6170.352, 9377, 
6170.354, 9366, 
6170.356, 9354, 
6170.358, 9343, 
6170.36, 9331, 
6170.362, 9318, 
6170.364, 9305, 
6170.366, 9292, 
6170.368, 9278, 
6170.37, 9265, 
6170.372, 9250, 
6170.374, 9235, 
6170.376, 9220, 
6170.378, 9204, 
6170.38, 9188, 
6170.382, 9169, 
6170.384, 9149, 
6170.386, 9128, 
6170.388, 9106, 
6170.39, 9084, 
6170.392, 9061, 
6170.394, 9035, 
6170.396, 9007, 
6170.398, 8978, 
6170.4, 8947, 
6170.402, 8914, 
6170.404, 8878, 
6170.406, 8839, 
6170.408, 8797, 
6170.41, 8751, 
6170.412, 8703, 
6170.414, 8652, 
6170.416, 8597, 
6170.418, 8539, 
6170.42, 8479, 
6170.422, 8416, 
6170.424, 8350, 
6170.426, 8280, 
6170.428, 8206, 
6170.43, 8128, 
6170.432, 8045, 
6170.434, 7958, 
6170.436, 7865, 
6170.438, 7769, 
6170.44, 7672, 
6170.442, 7573, 
6170.444, 7469, 
6170.446, 7360, 
6170.448, 7249, 
6170.45, 7137, 
6170.452, 7025, 
6170.454, 6911, 
6170.456, 6794, 
6170.458, 6675, 
6170.46, 6556, 
6170.462, 6433, 
6170.464, 6304, 
6170.466, 6176, 
6170.468, 6050, 
