Wavelength (Angstroms), Normalized intensity, Element
5887.418, 9542, 
5887.42, 9531, 
5887.422, 9521, 
5887.424, 9510, 
5887.426, 9499, 
5887.428, 9489, 
5887.43, 9479, 
5887.432, 9467, 
5887.434, 9456, 
5887.436, 9447, 
5887.438, 9437, 
5887.44, 9427, 
5887.442, 9419, 
5887.444, 9411, 
5887.446, 9405, 
5887.448, 9399, 
5887.45, 9393, 
5887.452, 9389, 
5887.454, 9386, 
5887.456, 9384, 
5887.458, 9383, 
5887.46, 9383, 
5887.462, 9384, 
5887.464, 9387, 
5887.466, 9390, 
5887.468, 9394, 
5887.47, 9399, 
5887.472, 9405, 
5887.474, 9411, 
5887.476, 9419, 
5887.478, 9426, 
5887.48, 9434, 
5887.482, 9442, 
5887.484, 9451, 
5887.486, 9460, 
5887.488, 9469, 
5887.49, 9478, 
5887.492, 9487, 
5887.494, 9496, 
5887.496, 9505, 
5887.498, 9513, 
5887.5, 9519, 
5887.502, 9527, 
5887.504, 9534, 
5887.506, 9541, 
5887.508, 9547, 
5887.51, 9554, 
5887.512, 9560, 
5887.514, 9566, 
5887.516, 9572, 
5887.518, 9577, 
